"Sample_Name","Sample_ID","INC","SpC","pH","Temp","Respiration_Rate_mg_DO_per_L_per_H","Respiration_Rate_mg_DO_per_kg_per_H","Fe_mg_per_kg","Fe_mg_per_L","Initial_Water_Mass_g","Final_Water_Mass_g","Dry_Sediment_Mass_g","Incubation_Water_Mass_g","ATP_nanomol_per_L","ATP_picomol_per_g","Percent_Fine_Sand","Percent_Med_Sand","Percent_Coarse_Sand","Percent_Tot_Sand","Percent_Clay","Percent_Silt","mean_ssa","Initial_Gravimetric_Water","Final_Gravimetric_Water","Lost_Gravimetric_Water"
"EC_005_INC-D1","EC_005","INC-D1",115.4,6.96,21,0,0,"0.647","0.201",4.33,2.42,15.75,50.74,7.6,20.8,6,56.2,33.4,95.6,0.4,4,8.18733333333333,0.274920634920635,0.153650793650794,0.121269841269841
"EC_005_INC-D2","EC_005","INC-D2",113.1,6.89,20,0,0,"0.654","0.202",4.31,1.94,15.69,50.76,5.76,16.82,6,56.2,33.4,95.6,0.4,4,8.18733333333333,0.274697259400892,0.123645634161887,0.151051625239006
"EC_005_INC-D3","EC_005","INC-D3",114,6.77,20.9,0,0,"0.649","0.201",4.32,2.3,15.71,50.76,6.54,17.44,6,56.2,33.4,95.6,0.4,4,8.18733333333333,0.274984086569064,0.14640356460853,0.128580521960535
"EC_005_INC-D4","EC_005","INC-D4",116.4,6.67,21,-0.066,-0.214,"0.655","0.202",4.3,1.86,15.63,50.79,2.97,10.89,6,56.2,33.4,95.6,0.4,4,8.18733333333333,0.275111964171465,0.119001919385797,0.156110044785669
"EC_005_INC-D5","EC_005","INC-D5",115.5,6.68,20.4,-0.089,-0.288,"0.69","0.213",4.3,1.98,15.67,50.77,2.84,9.94,6,56.2,33.4,95.6,0.4,4,8.18733333333333,0.274409700063816,0.12635609444799,0.148053605615826
"EC_005_INC-W1","EC_005","INC-W1",129,7.16,20.1,-0.076,-0.245,"0.894","0.277",8.36,8.36,15.72,50.75,4.06,11.61,6,56.2,33.4,95.6,0.4,4,8.18733333333333,0.531806615776081,0.531806615776081,0
"EC_005_INC-W2","EC_005","INC-W2",115.4,6.92,20.7,-0.346,-1.117,"0.753","0.233",8.32,8.32,15.72,50.75,6.26,17.41,6,56.2,33.4,95.6,0.4,4,8.18733333333333,0.529262086513995,0.529262086513995,0
"EC_005_INC-W3","EC_005","INC-W3",111.7,6.9,20.8,-0.376,-1.21,"0.702","0.218",8.34,8.34,15.77,50.73,4.3,12.92,6,56.2,33.4,95.6,0.4,4,8.18733333333333,0.528852251109702,0.528852251109702,0
"EC_005_INC-W4","EC_005","INC-W4",113.5,6.86,21,-0.36,-1.16,"0.768","0.238",8.33,8.33,15.75,50.74,6.03,15.84,6,56.2,33.4,95.6,0.4,4,8.18733333333333,0.528888888888889,0.528888888888889,0
"EC_005_INC-W5","EC_005","INC-W5",116.1,6.72,21.1,-0.243,-0.786,"0.602","0.186",8.31,8.31,15.69,50.76,4.22,14.44,6,56.2,33.4,95.6,0.4,4,8.18733333333333,0.529636711281071,0.529636711281071,0
"EC_009_INC-D1","EC_009","INC-D1",64.64,5.7,20.1,-0.602,-2.097,"0.502","0.144",5.36,3.37,14.71,51.25,33,98.48,31.4,36.4,13.3,81.1,1.4,17.5,18.0746666666667,0.364377974167233,0.229095853161115,0.135282121006118
"EC_009_INC-D2","EC_009","INC-D2",65.08,5.67,20.2,-9.89,-34.434,"0.513","0.147",5.37,3.4,14.72,51.25,31.45,98.58,31.4,36.4,13.3,81.1,1.4,17.5,18.0746666666667,0.364809782608696,0.230978260869565,0.13383152173913
"EC_009_INC-D3","EC_009","INC-D3",69.74,5.76,19.8,-0.239,-0.835,"0.605","0.173",5.35,3.36,14.68,51.26,24.15,71.82,31.4,36.4,13.3,81.1,1.4,17.5,18.0746666666667,0.364441416893733,0.228882833787466,0.135558583106267
"EC_009_INC-D4","EC_009","INC-D4",68.47,5.78,19.8,-0.483,-1.693,"0.567","0.162",5.34,3.39,14.63,51.29,34.4,127.97,31.4,36.4,13.3,81.1,1.4,17.5,18.0746666666667,0.365003417634997,0.231715652768284,0.133287764866712
"EC_009_INC-D5","EC_009","INC-D5",63.19,6.36,19.9,-2.473,-8.67,"0.625","0.178",5.34,3.4,14.63,51.29,32.24,93.43,31.4,36.4,13.3,81.1,1.4,17.5,18.0746666666667,0.365003417634997,0.232399179767601,0.132604237867396
"EC_009_INC-W1","EC_009","INC-W1",75.2,6.9,19.8,-3.002,-10.539,"0.628","0.179",8.3,8.3,14.61,51.29,45.7,141.81,31.4,36.4,13.3,81.1,1.4,17.5,18.0746666666667,0.568104038329911,0.568104038329911,0
"EC_009_INC-W2","EC_009","INC-W2",63.64,6.03,19.8,-3.905,-13.657,"0.595","0.17",8.32,8.32,14.66,51.27,16.59,56.4,31.4,36.4,13.3,81.1,1.4,17.5,18.0746666666667,0.567530695770805,0.567530695770805,0
"EC_009_INC-W3","EC_009","INC-W3",62.81,5.75,20.2,-4.162,-14.591,"0.48","0.137",8.32,8.32,14.63,51.29,44.21,191.37,31.4,36.4,13.3,81.1,1.4,17.5,18.0746666666667,0.568694463431305,0.568694463431305,0
"EC_009_INC-W4","EC_009","INC-W4",63.2,5.71,20,-2.971,-10.367,"0.527","0.151",8.36,8.36,14.69,51.26,15.91,58.41,31.4,36.4,13.3,81.1,1.4,17.5,18.0746666666667,0.569094622191967,0.569094622191967,0
"EC_009_INC-W5","EC_009","INC-W5",63.33,5.68,20.1,-2.608,-9.094,"0.581","0.167",8.35,8.35,14.7,51.26,20.69,66.29,31.4,36.4,13.3,81.1,1.4,17.5,18.0746666666667,0.568027210884354,0.568027210884354,0
"EC_011_INC-D1","EC_011","INC-D1",258.7,6.71,21.5,-119.42,-475.308,"0.646","0.162",7.12,3.41,13.09,52.1,54.48,424.68,21.6,29,25.7,76.3,0,23.7,6.9868,0.54392666157372,0.260504201680672,0.283422459893048
"EC_011_INC-D2","EC_011","INC-D2",260.7,6.7,21.5,-214.02,-854.768,"0.564","0.141",7.09,2.53,13.05,52.12,46.2,259.56,21.6,29,25.7,76.3,0,23.7,6.9868,0.543295019157088,0.193869731800766,0.349425287356322
"EC_011_INC-D3","EC_011","INC-D3",270.2,6.65,21.5,-219.742,-874.603,"0.418","0.105",7.12,3.69,13.09,52.1,44.84,207.48,21.6,29,25.7,76.3,0,23.7,6.9868,0.54392666157372,0.281894576012223,0.262032085561497
"EC_011_INC-D4","EC_011","INC-D4",264.9,6.75,21.5,-217.954,-867.487,"0.837","0.21",7.12,2.19,13.09,52.1,51.04,260.75,21.6,29,25.7,76.3,0,23.7,6.9868,0.54392666157372,0.167303284950344,0.376623376623377
"EC_011_INC-D5","EC_011","INC-D5",260.4,6.73,21.7,-191.632,-764.767,"0.682","0.171",7.1,3.1,13.06,52.12,47.48,251.62,21.6,29,25.7,76.3,0,23.7,6.9868,0.54364471669219,0.237366003062787,0.306278713629403
"EC_011_INC-W1","EC_011","INC-W1",350.3,7.41,20.9,-9999,-9999,"1.432","0.356",27.05,24.13,12.96,52.16,45.81,230.98,21.6,29,25.7,76.3,0,23.7,6.9868,2.08719135802469,1.86188271604938,0.225308641975309
"EC_011_INC-W2","EC_011","INC-W2",330.2,6.93,21.1,-9999,-9999,"1.524","0.378",27.11,23.64,12.95,52.16,35.74,154.71,21.6,29,25.7,76.3,0,23.7,6.9868,2.09343629343629,1.82548262548263,0.267953667953668
"EC_011_INC-W3","EC_011","INC-W3",310.8,6.87,21.2,-9999,-9999,"1.066","0.265",27.08,24.12,12.95,52.16,35.23,153.08,21.6,29,25.7,76.3,0,23.7,6.9868,2.09111969111969,1.86254826254826,0.228571428571428
"EC_011_INC-W4","EC_011","INC-W4",261.2,6.79,21,-9999,-9999,"1.033","0.258",27.14,24.39,13.01,52.14,36.64,230.64,21.6,29,25.7,76.3,0,23.7,6.9868,2.08608762490392,1.87471176018447,0.211375864719447
"EC_011_INC-W5","EC_011","INC-W5",341.7,6.66,21.7,-9999,-9999,"1.653","0.411",27.15,24.59,12.97,52.15,50.01,373.47,21.6,29,25.7,76.3,0,23.7,6.9868,2.09329221279877,1.89591364687741,0.197378565921357
"EC_012_INC-D1","EC_012","INC-D1",289.6,6.71,21.7,-115.406,-538.425,"3.467","0.743",8.97,5.04,11.3,52.72,49.66,142.8,27.1,24.4,37.3,88.8,0,11.2,10.584,0.793805309734513,0.446017699115044,0.347787610619469
"EC_012_INC-D2","EC_012","INC-D2",267.9,6.88,21.7,-140.551,-660.79,"2.622","0.558",8.91,4.63,11.22,52.75,63.02,223.88,27.1,24.4,37.3,88.8,0,11.2,10.584,0.794117647058823,0.412655971479501,0.381461675579323
"EC_012_INC-D3","EC_012","INC-D3",280.2,6.74,21.6,-122,-568.578,"3.057","0.656",8.97,4.83,11.31,52.71,53.59,281.02,27.1,24.4,37.3,88.8,0,11.2,10.584,0.793103448275862,0.427055702917772,0.36604774535809
"EC_012_INC-D4","EC_012","INC-D4",283.6,6.79,21,-156.149,-729.156,"1.905","0.408",8.96,4.46,11.29,52.72,15.12,52.43,27.1,24.4,37.3,88.8,0,11.2,10.584,0.79362267493357,0.395039858281665,0.398582816651904
"EC_012_INC-D5","EC_012","INC-D5",261.3,6.88,21.1,-0.615,-6.262,"1.989","0.195",4.31,0.58,5.42,55.19,65.79,230.66,27.1,24.4,37.3,88.8,0,11.2,10.584,0.79520295202952,0.107011070110701,0.688191881918819
"EC_012_INC-W1","EC_012","INC-W1",369.7,6.61,21.3,-9999,-9999,"2.659","0.564",29.06,24.62,11.19,52.76,44.3,204.91,27.1,24.4,37.3,88.8,0,11.2,10.584,2.59696157283289,2.20017873100983,0.396782841823056
"EC_012_INC-W2","EC_012","INC-W2",356.1,6.69,21.1,-9999,-9999,"1.407","0.296",28.88,24.95,11.12,52.79,38.5,221.59,27.1,24.4,37.3,88.8,0,11.2,10.584,2.59712230215827,2.24370503597122,0.35341726618705
"EC_012_INC-W3","EC_012","INC-W3",356.2,6.75,21.1,-9999,-9999,"1.611","0.34",28.98,25.79,11.14,52.78,34.08,98.84,27.1,24.4,37.3,88.8,0,11.2,10.584,2.60143626570916,2.31508078994614,0.286355475763016
"EC_012_INC-W4","EC_012","INC-W4",360.09,6.77,21.1,-9999,-9999,"1.418","0.299",28.89,25.22,11.12,52.79,36.51,502.71,27.1,24.4,37.3,88.8,0,11.2,10.584,2.59802158273381,2.26798561151079,0.330035971223022
"EC_012_INC-W5","EC_012","INC-W5",364.39,6.76,21.4,-9999,-9999,"1.691","0.358",28.87,24.42,11.17,52.77,31.41,119.08,27.1,24.4,37.3,88.8,0,11.2,10.584,2.58460161145927,2.18621307072516,0.398388540734109
"EC_013_INC-D1","EC_013","INC-D1",426.8,7.33,21.9,-3.792,-20.345,"0.701","0.131",10.06,8.6,9.91,53.17,5.83,20.23,5.5,4.1,82,91.6,1.2,7.2,5.57266666666667,1.01513622603431,0.867810292633703,0.147325933400606
"EC_013_INC-D2","EC_013","INC-D2",427.7,7.2,22,-1.985,-10.627,"1.156","0.216",10.08,8.79,9.93,53.16,8.04,22.09,5.5,4.1,82,91.6,1.2,7.2,5.57266666666667,1.01510574018127,0.885196374622356,0.129909365558912
"EC_013_INC-D3","EC_013","INC-D3",437.4,7.16,21.7,-1.612,-8.649,"1.268","0.236",10.07,8.67,9.91,53.17,1.77,5.47,5.5,4.1,82,91.6,1.2,7.2,5.57266666666667,1.01614530776993,0.874873864783047,0.141271442986882
"EC_013_INC-D4","EC_013","INC-D4",436.1,7.29,21.6,-9999,-9999,"1.731","0.323",10.08,8.62,9.93,53.16,11.26,31.5,5.5,4.1,82,91.6,1.2,7.2,5.57266666666667,1.01510574018127,0.868076535750252,0.147029204431017
"EC_013_INC-D5","EC_013","INC-D5",433.7,7.3,21.4,-5.181,-27.77,"1.376","0.257",10.08,8.8,9.92,53.17,6.25,13.9,5.5,4.1,82,91.6,1.2,7.2,5.57266666666667,1.01612903225806,0.887096774193548,0.129032258064516
"EC_013_INC-W1","EC_013","INC-W1",438.9,7.32,21.4,-16.143,-86.612,"1.236","0.23",13.07,13.07,9.91,53.17,5.66,14.88,5.5,4.1,82,91.6,1.2,7.2,5.57266666666667,1.3188698284561,1.3188698284561,0
"EC_013_INC-W2","EC_013","INC-W2",446.2,6.99,21.5,-18.505,-98.848,"1.389","0.26",13.06,13.06,9.95,53.15,13.81,48.78,5.5,4.1,82,91.6,1.2,7.2,5.57266666666667,1.31256281407035,1.31256281407035,0
"EC_013_INC-W3","EC_013","INC-W3",439.6,7.64,21.2,-8.232,-44.025,"1.268","0.237",13.03,13.03,9.94,53.16,7.05,19.55,5.5,4.1,82,91.6,1.2,7.2,5.57266666666667,1.31086519114688,1.31086519114688,0
"EC_013_INC-W4","EC_013","INC-W4",435.8,7.09,21.3,-13.174,-70.527,"1.222","0.228",13,12.99,9.93,53.16,14.7,39.17,5.5,4.1,82,91.6,1.2,7.2,5.57266666666667,1.3091641490433,1.30815709969789,0.00100704934541795
"EC_013_INC-W5","EC_013","INC-W5",444.6,6.99,21.5,-9999,-9999,"1.354","0.253",12.98,12.98,9.93,53.16,3.13,10.29,5.5,4.1,82,91.6,1.2,7.2,5.57266666666667,1.30715005035247,1.30715005035247,0
"EC_014_INC-D1","EC_014","INC-D1",129.2,6.84,21,-0.285,-1.189,"0.942","0.226",7.61,6.38,12.46,51.97,16.93,49.82,6.7,41.8,43.5,92,2.7,5.3,5.241,0.610754414125201,0.512038523274478,0.0987158908507223
"EC_014_INC-D2","EC_014","INC-D2",125.3,7,21.1,-0.432,-1.805,"1.014","0.243",7.6,6.54,12.44,51.98,20.73,59.84,6.7,41.8,43.5,92,2.7,5.3,5.241,0.610932475884244,0.52572347266881,0.085209003215434
"EC_014_INC-D3","EC_014","INC-D3",133.2,6.71,20.9,-0.272,-1.137,"0.722","0.173",7.6,6.09,12.43,51.98,31.78,106.89,6.7,41.8,43.5,92,2.7,5.3,5.241,0.611423974255833,0.48994368463395,0.121480289621883
"EC_014_INC-D4","EC_014","INC-D4",127.8,6.5,21.1,-0.335,-1.401,"0.828","0.198",7.6,6.36,12.43,51.98,9.05,33.49,6.7,41.8,43.5,92,2.7,5.3,5.241,0.611423974255833,0.511665325824618,0.0997586484312147
"EC_014_INC-D5","EC_014","INC-D5",126.1,6.49,21.1,-0.305,-1.278,"0.92","0.22",7.59,6.09,12.41,51.99,30.38,93.51,6.7,41.8,43.5,92,2.7,5.3,5.241,0.6116035455278,0.490733279613215,0.120870265914585
"EC_014_INC-W1","EC_014","INC-W1",103.1,6.26,21.2,-0.358,-1.497,"0.7","0.167",10.56,10.56,12.43,51.98,4.12,15.26,6.7,41.8,43.5,92,2.7,5.3,5.241,0.849557522123894,0.849557522123894,0
"EC_014_INC-W2","EC_014","INC-W2",105.1,6.7,20.09,-0.446,-1.872,"0.761","0.181",10.56,10.55,12.39,52,4.71,15.2,6.7,41.8,43.5,92,2.7,5.3,5.241,0.852300242130751,0.851493139628733,0.000807102502017765
"EC_014_INC-W3","EC_014","INC-W3",104.6,7.07,21.1,-136.324,-570.541,"0.417","0.1",10.59,11.55,12.42,51.98,4.4,15.45,6.7,41.8,43.5,92,2.7,5.3,5.241,0.852657004830918,0.929951690821256,-0.0772946859903382
"EC_014_INC-W4","EC_014","INC-W4",103,6.89,21,-137.274,-571.993,"0.569","0.137",10.6,10.6,12.47,51.96,11.19,31.7,6.7,41.8,43.5,92,2.7,5.3,5.241,0.850040096230954,0.850040096230954,0
"EC_014_INC-W5","EC_014","INC-W5",102.7,6.88,21,-9999,-9999,"0.6","0.143",10.6,10.6,12.4,51.99,4.16,15.82,6.7,41.8,43.5,92,2.7,5.3,5.241,0.854838709677419,0.854838709677419,0
"EC_017_INC-D1","EC_017","INC-D1",280.7,6.41,20.7,-0.429,-1.362,"0.217","0.068",4.03,1.68,15.88,50.41,6.66,25.84,5.9,18.8,70.2,94.9,3.8,1.3,14.8885,0.253778337531486,0.105793450881612,0.147984886649874
"EC_017_INC-D2","EC_017","INC-D2",280.8,5.87,20.8,0,0,"0.161","0.051",4.04,1.74,15.92,50.39,7.66,24.07,5.9,18.8,70.2,94.9,3.8,1.3,14.8885,0.253768844221106,0.10929648241206,0.144472361809045
"EC_017_INC-D3","EC_017","INC-D3",276.3,6.19,20.8,-0.337,-1.062,"0.09","0.029",4.06,1.87,15.98,50.37,7.69,21,5.9,18.8,70.2,94.9,3.8,1.3,14.8885,0.254067584480601,0.117021276595745,0.137046307884856
"EC_017_INC-D4","EC_017","INC-D4",279.6,6.29,20.8,-0.108,-0.343,"0.061","0.019",4.04,1.85,15.88,50.41,7.82,21.53,5.9,18.8,70.2,94.9,3.8,1.3,14.8885,0.2544080604534,0.116498740554156,0.137909319899244
"EC_017_INC-D5","EC_017","INC-D5",279.6,6.11,20.6,-5.228,-16.408,"0.27","0.086",4.07,1.89,16.04,50.34,6.33,22.19,5.9,18.8,70.2,94.9,3.8,1.3,14.8885,0.253740648379052,0.11783042394015,0.135910224438903
"EC_017_INC-W1","EC_017","INC-W1",291.9,8.66,20.8,-1.347,-4.272,"0.374","0.118",8.5,8.5,15.89,50.4,7.27,24.05,5.9,18.8,70.2,94.9,3.8,1.3,14.8885,0.534927627438641,0.534927627438641,0
"EC_017_INC-W2","EC_017","INC-W2",280.5,6.93,20.8,-0.801,-2.534,"0.362","0.114",8.53,8.53,15.93,50.39,8.29,28.13,5.9,18.8,70.2,94.9,3.8,1.3,14.8885,0.535467671060891,0.535467671060891,0
"EC_017_INC-W3","EC_017","INC-W3",280.7,6.6,20.6,-0.756,-2.378,"0.362","0.115",8.56,8.56,16.01,50.35,7.82,25.42,5.9,18.8,70.2,94.9,3.8,1.3,14.8885,0.534665833853841,0.534665833853841,0
"EC_017_INC-W4","EC_017","INC-W4",279.6,6.46,20.7,-0.569,-1.805,"0.301","0.095",8.54,8.54,15.89,50.4,9.85,26.46,5.9,18.8,70.2,94.9,3.8,1.3,14.8885,0.537444933920705,0.537444933920705,0
"EC_017_INC-W5","EC_017","INC-W5",279.2,6.41,20.7,-0.693,-2.195,"0.368","0.116",8.59,8.59,15.91,50.39,8.51,27.25,5.9,18.8,70.2,94.9,3.8,1.3,14.8885,0.539912005028284,0.539912005028284,0
"EC_018_INC-D1","EC_018","INC-D1",538.3,6.64,21,-0.099,-0.382,"SFE_Below_0_ppm_Standard|Negative_Value_Raw_Not_Corrected|-9999_ppm_Final_Corrected","SFE_Below_0_ppm_Standard|Negative_Value_Raw_Not_Corrected|-9999_ppm_Raw_Not_Corrected",6.62,5.55,13.38,51.63,0.95,2.48,2.7,4.5,91.6,98.8,1.2,0,2.19533333333333,0.494768310911809,0.414798206278027,0.0799701046337818
"EC_018_INC-D2","EC_018","INC-D2",534.1,6.59,20.09,0,0,"0.14","0.036",6.63,5.63,13.38,51.63,1.83,4.24,2.7,4.5,91.6,98.8,1.2,0,2.19533333333333,0.495515695067265,0.420777279521674,0.0747384155455905
"EC_018_INC-D3","EC_018","INC-D3",535.7,6.64,21.2,0,0,"SFE_Below_0_ppm_Standard|Negative_Value_Raw_Not_Corrected|-9999_ppm_Final_Corrected","SFE_Below_0_ppm_Standard|Negative_Value_Raw_Not_Corrected|-9999_ppm_Raw_Not_Corrected",6.61,5.58,13.36,51.64,1.1,2.7,2.7,4.5,91.6,98.8,1.2,0,2.19533333333333,0.494760479041916,0.417664670658683,0.0770958083832335
"EC_018_INC-D4","EC_018","INC-D4",541.9,6.79,21.1,0,0,"0.054","0.014",6.62,5.67,13.37,51.64,1.86,3.71,2.7,4.5,91.6,98.8,1.2,0,2.19533333333333,0.495138369483919,0.424083769633508,0.0710545998504114
"EC_018_INC-D5","EC_018","INC-D5",571.6,6.45,21,0,0,"0.148","0.038",6.63,5.52,13.39,51.63,1.47,3,2.7,4.5,91.6,98.8,1.2,0,2.19533333333333,0.495145631067961,0.412247946228529,0.0828976848394324
"EC_018_INC-W1","EC_018","INC-W1",525.8,6.2,21.6,-0.271,-1.048,"0.142","0.037",9.6,9.6,13.35,51.65,1.06,2.13,2.7,4.5,91.6,98.8,1.2,0,2.19533333333333,0.719101123595506,0.719101123595506,0
"EC_018_INC-W2","EC_018","INC-W2",536.8,6.2,21.1,-0.463,-1.793,"0.133","0.034",9.6,9.59,13.34,51.65,2.37,4.41,2.7,4.5,91.6,98.8,1.2,0,2.19533333333333,0.719640179910045,0.718890554722639,0.000749625187406289
"EC_018_INC-W3","EC_018","INC-W3",533.1,6.51,20.4,-132.996,-514.065,"0.142","0.037",9.66,9.66,13.36,51.64,1.12,2.4,2.7,4.5,91.6,98.8,1.2,0,2.19533333333333,0.723053892215569,0.723053892215569,0
"EC_018_INC-W4","EC_018","INC-W4",527.5,6.4,20.9,-0.466,-1.797,"0.134","0.035",9.53,9.53,13.39,51.63,0.63,1.69,2.7,4.5,91.6,98.8,1.2,0,2.19533333333333,0.711725168035848,0.711725168035848,0
"EC_018_INC-W5","EC_018","INC-W5",527.2,6.69,21.02,-0.201,-0.776,"SFE_Below_0_ppm_Standard|Negative_Value_Raw_Not_Corrected|-9999_ppm_Final_Corrected","SFE_Below_0_ppm_Standard|Negative_Value_Raw_Not_Corrected|-9999_ppm_Raw_Not_Corrected",9.62,9.58,13.37,51.64,0.85,2.15,2.7,4.5,91.6,98.8,1.2,0,2.19533333333333,0.719521316379955,0.716529543754675,0.00299177262528039
"EC_021_INC-D1","EC_021","INC-D1",1186,7.37,20.8,0,0,"0.124","0.039",4.14,2.38,15.95,50.36,3.52,11.3,9,37.1,50,96.1,3.9,0,5.958,0.259561128526646,0.149216300940439,0.110344827586207
"EC_021_INC-D2","EC_021","INC-D2",1183,7.49,20.7,0,0,"0.132","0.042",4.14,2.23,15.93,50.36,2.84,8.86,9,37.1,50,96.1,3.9,0,5.958,0.259887005649718,0.139987445072191,0.119899560577527
"EC_021_INC-D3","EC_021","INC-D3",1185,7.42,20.8,0,0,"0.146","0.046",4.12,2.47,15.85,50.4,2.67,8.6,9,37.1,50,96.1,3.9,0,5.958,0.25993690851735,0.15583596214511,0.10410094637224
"EC_021_INC-D4","EC_021","INC-D4",1161,7.51,21,-0.331,-1.072,"0.112","0.035",4.06,2.14,15.6,50.5,1.85,5.96,9,37.1,50,96.1,3.9,0,5.958,0.26025641025641,0.137179487179487,0.123076923076923
"EC_021_INC-D5","EC_021","INC-D5",1185,7.46,21,-0.519,-1.651,"0.124","0.039",4.12,2.11,15.84,50.4,1.4,4.87,9,37.1,50,96.1,3.9,0,5.958,0.26010101010101,0.133207070707071,0.126893939393939
"EC_021_INC-W1","EC_021","INC-W1",1190,8,20.6,-0.168,-0.532,"SFE_Below_0_ppm_Standard|Negative_Value_Raw_Not_Corrected|-9999_ppm_Final_Corrected","SFE_Below_0_ppm_Standard|Negative_Value_Raw_Not_Corrected|-9999_ppm_Raw_Not_Corrected",12.65,12.65,15.91,50.37,3.74,11.62,9,37.1,50,96.1,3.9,0,5.958,0.7950974230044,0.7950974230044,0
"EC_021_INC-W2","EC_021","INC-W2",1157,7.62,20.9,-0.15,-0.476,"0.058","0.018",9.15,9.15,15.89,50.38,3.43,10.27,9,37.1,50,96.1,3.9,0,5.958,0.575833857772184,0.575833857772184,0
"EC_021_INC-W3","EC_021","INC-W3",1157,7.46,20.9,-1.143,-3.64,"0.091","0.029",9.15,9.15,15.83,50.41,2.19,7.08,9,37.1,50,96.1,3.9,0,5.958,0.578016424510423,0.578016424510423,0
"EC_021_INC-W4","EC_021","INC-W4",1163,7.58,20.7,-0.12,-0.381,"0.128","0.04",9.07,9.07,15.88,50.39,2.78,8.93,9,37.1,50,96.1,3.9,0,5.958,0.571158690176322,0.571158690176322,0
"EC_021_INC-W5","EC_021","INC-W5",1143,7.4,20.1,-0.662,-2.103,"0.123","0.039",9.1,9.1,15.86,50.39,2.21,7.72,9,37.1,50,96.1,3.9,0,5.958,0.573770491803279,0.573770491803279,0
"EC_022_INC-D1","EC_022","INC-D1",80.29,6.59,21.5,-0.496,-1.606,"0.394","0.122",4.36,2.59,15.64,50.64,14.75,43.08,12.7,54,24.5,91.2,2.7,6.1,31.5736666666667,0.278772378516624,0.165601023017903,0.113171355498721
"EC_022_INC-D2","EC_022","INC-D2",87.94,6.54,21.7,-0.231,-0.754,"0.474","0.145",4.34,2.65,15.53,50.69,17.1,62.09,12.7,54,24.5,91.2,2.7,6.1,31.5736666666667,0.279459111397296,0.170637475853187,0.108821635544108
"EC_022_INC-D3","EC_022","INC-D3",87.03,6.53,21.6,-0.187,-0.61,"0.441","0.135",4.34,2.48,15.54,50.68,9.21,36.06,12.7,54,24.5,91.2,2.7,6.1,31.5736666666667,0.279279279279279,0.15958815958816,0.11969111969112
"EC_022_INC-D4","EC_022","INC-D4",88.78,6.55,21.1,-0.301,-0.97,"0.461","0.143",4.38,2.42,15.7,50.62,30.39,118.17,12.7,54,24.5,91.2,2.7,6.1,31.5736666666667,0.278980891719745,0.154140127388535,0.12484076433121
"EC_022_INC-D5","EC_022","INC-D5",46.98,6.61,21.4,-0.259,-0.842,"0.428","0.132",4.35,2.39,15.59,50.66,9.68,32.86,12.7,54,24.5,91.2,2.7,6.1,31.5736666666667,0.27902501603592,0.153303399615138,0.125721616420783
"EC_022_INC-W1","EC_022","INC-W1",83.39,7.86,20.7,-8.908,-28.904,"0.864","0.266",8.34,8.33,15.61,50.65,10.42,42.85,12.7,54,24.5,91.2,2.7,6.1,31.5736666666667,0.534272901985906,0.533632286995516,0.000640614990390809
"EC_022_INC-W2","EC_022","INC-W2",70.91,7.64,21.1,-4.843,-15.648,"0.352","0.109",8.26,8.26,15.67,50.63,9.53,34.31,12.7,54,24.5,91.2,2.7,6.1,31.5736666666667,0.527121888959796,0.527121888959796,0
"EC_022_INC-W3","EC_022","INC-W3",71.7,6.81,21,-99.795,-323.392,"0.807","0.249",8.25,8.25,15.63,50.65,8.25,30.93,12.7,54,24.5,91.2,2.7,6.1,31.5736666666667,0.527831094049904,0.527831094049904,0
"EC_022_INC-W4","EC_022","INC-W4",73.32,6.76,20.8,-5.137,-16.633,"0.809","0.25",8.25,8.25,15.64,50.64,19.32,67.14,12.7,54,24.5,91.2,2.7,6.1,31.5736666666667,0.527493606138107,0.527493606138107,0
"EC_022_INC-W5","EC_022","INC-W5",72.09,6.62,21.3,-11.869,-38.43,"0.787","0.243",8.28,8.28,15.64,50.64,30.31,131.68,12.7,54,24.5,91.2,2.7,6.1,31.5736666666667,0.529411764705882,0.529411764705882,0
"EC_023_INC-D1","EC_023","INC-D1",122.7,6.38,21.5,-268.622,-9999,"-9999","0.832",-9999,-9999,-9999,-9999,16.28,182.48,13.9,24.5,42.7,81.1,6.2,12.7,67.9295,1,1,0
"EC_023_INC-D2","EC_023","INC-D2",108.7,6.32,21.3,-1.016,-9999,"-9999","0.285",-9999,-9999,-9999,-9999,30.37,221.49,13.9,24.5,42.7,81.1,6.2,12.7,67.9295,1,1,0
"EC_023_INC-D3","EC_023","INC-D3",117.4,6.41,21.2,-213.236,-9999,"-9999","0.977",-9999,-9999,-9999,-9999,14.36,151.13,13.9,24.5,42.7,81.1,6.2,12.7,67.9295,1,1,0
"EC_023_INC-D4","EC_023","INC-D4",119.2,6.49,21,-269.899,-9999,"-9999","0.678",-9999,-9999,-9999,-9999,13.64,128.62,13.9,24.5,42.7,81.1,6.2,12.7,67.9295,1,1,0
"EC_023_INC-D5","EC_023","INC-D5",117.2,6.57,21.5,-245.434,-9999,"-9999","0.614",-9999,-9999,-9999,-9999,14.74,106.02,13.9,24.5,42.7,81.1,6.2,12.7,67.9295,1,1,0
"EC_023_INC-W1","EC_023","INC-W1",145.8,6.42,21.2,-243.227,-9999,"-9999","1.57",-9999,-9999,-9999,-9999,11.39,81.27,13.9,24.5,42.7,81.1,6.2,12.7,67.9295,1,1,0
