"","Sample_Name","Sample_ID","Respiration_Rate_mg_DO_per_L_per_H","Respiration_Rate_mg_DO_per_kg_per_H","Fe_mg_per_L","Fe_mg_per_kg","Percent_Fine_Sand","Percent_Med_Sand","Percent_Coarse_Sand","Percent_Tot_Sand","Percent_Clay","Percent_Silt","average_ssa","SpC","Temp","pH","Initial_Water_mass_g","Final_Water_mass_g","Dry_Sediment_Mass_g"
"277","EC_056_INC-W2","EC_056",0,0,0.0339839506540276,0.100876890142686,"3","25.3","70.2","98.5","1.5","0",2.183,14.49,21,5.48,7.38,7.38,17.04
"278","EC_056_INC-W3","EC_056",0,0,NA,NA,"3","25.3","70.2","98.5","1.5","0",2.183,16.04,21,5.5,7.36,7.36,17.07
"279","EC_056_INC-W4","EC_056",0,0,NA,NA,"3","25.3","70.2","98.5","1.5","0",2.183,15.61,20.7,5.34,7.39,7.39,17.03
"280","EC_056_INC-W5","EC_056",0,0,NA,NA,"3","25.3","70.2","98.5","1.5","0",2.183,15.64,21,5.37,7.37,7.37,17.03
"281","EC_057_INC-D1","EC_057",-0.124,NA,0.0416734175731555,NA,"5","51.9","40.7","97.6","2.4","0",NA,15.33,20.9,7.57,2.94,0.34,17.12
"282","EC_057_INC-D2","EC_057",0,NA,0.043652654082977,NA,"5","51.9","40.7","97.6","2.4","0",NA,18.72,20.6,8.92,2.94,0.4,17.13
"283","EC_057_INC-D3","EC_057",-0.188,NA,0.0421682267006109,NA,"5","51.9","40.7","97.6","2.4","0",NA,15.39,21,8.8,2.92,0.53,17
"284","EC_057_INC-D4","EC_057",0,NA,0.0473637225388925,NA,"5","51.9","40.7","97.6","2.4","0",NA,15.02,20.1,7.34,2.93,0.79,17.06
"285","EC_057_INC-D5","EC_057",0,NA,0.0411786084457001,NA,"5","51.9","40.7","97.6","2.4","0",NA,15.2,21,8.23,2.94,0.26,17.08
"286","EC_057_INC-W1","EC_057",-0.209,NA,0.0396941810633339,NA,"5","51.9","40.7","97.6","2.4","0",NA,14.8,21.1,8.24,8.55,8.55,17.14
"287","EC_057_INC-W2","EC_057",-0.051,NA,0.0399415856270616,NA,"5","51.9","40.7","97.6","2.4","0",NA,14.97,21,7.94,7.97,7.97,17.12
"288","EC_057_INC-W3","EC_057",-0.317,NA,0.0419208221368832,NA,"5","51.9","40.7","97.6","2.4","0",NA,15.11,21.1,6.73,7.94,7.94,17.07
"289","EC_057_INC-W4","EC_057",-0.156,NA,NA,NA,"5","51.9","40.7","97.6","2.4","0",NA,15.03,21,6.73,7.96,7.96,17.1
"290","EC_057_INC-W5","EC_057",-0.064,NA,0.0431578449555216,NA,"5","51.9","40.7","97.6","2.4","0",NA,14.86,20.9,7.12,7.87,7.87,17.08
"291","EC_063_INC-D1","EC_063",-0.376,-1.146,0.226459255092346,0.690286886972319,"6","44.3","47","97.3","1.9","0.8",2.17475,119.5,20.7,7.73,3.39,0.96,16.69
"292","EC_063_INC-D2","EC_063",-0.288,-0.883,0.206296027100236,0.632235185704663,"6","44.3","47","97.3","1.9","0.8",2.17475,120.6,20.7,7,3.37,0.84,16.6
"293","EC_063_INC-D3","EC_063",0,0,0.170817239756846,0.520368638047291,"6","44.3","47","97.3","1.9","0.8",2.17475,125.8,20.7,6.78,3.39,1.12,16.7
"294","EC_063_INC-D4","EC_063",-0.404,-1.24,0.263632373205316,0.809416617649201,"6","44.3","47","97.3","1.9","0.8",2.17475,120.6,20.6,6.55,3.37,0.28,16.57
"295","EC_063_INC-D5","EC_063",-0.464,-1.417,0.237346351880236,0.724775408496707,"6","44.3","47","97.3","1.9","0.8",2.17475,116.2,20.6,6.69,3.38,0.81,16.66
"296","EC_063_INC-W1","EC_063",-3.746,-11.515,0.275733326643923,0.847592583666642,"6","44.3","47","97.3","1.9","0.8",2.17475,107.6,20.7,6.64,7.91,7.91,16.55
"297","EC_063_INC-W2","EC_063",-9.49,-28.979,0.356219820823265,1.08777473976967,"6","44.3","47","97.3","1.9","0.8",2.17475,113.7,20.7,6.4,7.87,7.87,16.66
"298","EC_063_INC-W3","EC_063",-5.04,-15.418,0.349692827097632,1.06976986685297,"6","44.3","47","97.3","1.9","0.8",2.17475,111.6,20.9,6.44,7.91,7.91,16.63
"299","EC_063_INC-W4","EC_063",-3.697,-11.358,0.285038599238757,0.875667493820806,"6","44.3","47","97.3","1.9","0.8",2.17475,111.6,20.8,6.51,7.87,7.87,16.56
"300","EC_063_INC-W5","EC_063",-5.037,-15.391,0.349913131147785,1.06915799603678,"6","44.3","47","97.3","1.9","0.8",2.17475,112.8,20.4,6.28,7.88,7.88,16.65
"301","EC_064_INC-D1","EC_064",-0.69,-3.891,NA,NA,"7.2","15.2","67.7","90.1","2.3","7.6",2.01433333333333,291.4,20.9,7.5,11.01,8.55,9
"302","EC_064_INC-D2","EC_064",-0.645,-3.637,NA,NA,"7.2","15.2","67.7","90.1","2.3","7.6",2.01433333333333,286.2,21,7.37,11.01,8.47,9
"303","EC_064_INC-D3","EC_064",-0.596,-3.361,0.0310976648738351,0.175352821631362,"7.2","15.2","67.7","90.1","2.3","7.6",2.01433333333333,295.2,21.2,7.26,11,8.44,9
"304","EC_064_INC-D4","EC_064",-0.814,-4.59,NA,NA,"7.2","15.2","67.7","90.1","2.3","7.6",2.01433333333333,290.2,20.9,7.34,11,8.51,9
"305","EC_064_INC-D5","EC_064",-0.958,-5.408,NA,NA,"7.2","15.2","67.7","90.1","2.3","7.6",2.01433333333333,290.4,20.9,7.16,11,8.73,8.99
"306","EC_064_INC-W1","EC_064",-149.567,-842.431,0.0606431686046512,0.341573825029683,"7.2","15.2","67.7","90.1","2.3","7.6",2.01433333333333,314.9,20.9,7.2,14.02,14.02,9.01
"307","EC_064_INC-W2","EC_064",-32.074,-180.856,NA,NA,"7.2","15.2","67.7","90.1","2.3","7.6",2.01433333333333,300.9,21,7.13,13.99,13.99,9
"308","EC_064_INC-W3","EC_064",-107.447,-606.538,NA,NA,"7.2","15.2","67.7","90.1","2.3","7.6",2.01433333333333,312.3,21,7.3,13.97,13.97,8.99
"309","EC_064_INC-W4","EC_064",-129.087,-727.886,0.0411971596212829,0.232301628180054,"7.2","15.2","67.7","90.1","2.3","7.6",2.01433333333333,306.2,20.9,7.26,13.98,13.98,9
"310","EC_064_INC-W5","EC_064",-119.436,-673.466,0.0358224465558192,0.201994815584586,"7.2","15.2","67.7","90.1","2.3","7.6",2.01433333333333,306.6,20.9,7.33,13.99,13.99,9
"311","EC_065_INC-D1","EC_065",-2.838,-9.75,0.123564328167023,0.424507293527219,"14.2","52.1","26.9","93.2","4.9","1.9",11.5686666666667,30.11,19.5,5.71,5.12,3.33,14.81
"312","EC_065_INC-D2","EC_065",-4.808,-16.338,0.159932799034994,0.543449504371928,"14.2","52.1","26.9","93.2","4.9","1.9",11.5686666666667,31.24,19.4,5.93,5.15,3.57,14.9
"313","EC_065_INC-D3","EC_065",-4.896,-16.515,0.18937394211859,0.638802752970308,"14.2","52.1","26.9","93.2","4.9","1.9",11.5686666666667,31.76,19.5,5.76,5.15,3.29,14.87
"314","EC_065_INC-D4","EC_065",-3.078,-10.47,0.19580646077551,0.666031660122749,"14.2","52.1","26.9","93.2","4.9","1.9",11.5686666666667,34.78,19.6,5.65,5.14,3.43,14.87
"315","EC_065_INC-D5","EC_065",-2.345,-8.041,0.1421196704466,0.487335709218031,"14.2","52.1","26.9","93.2","4.9","1.9",11.5686666666667,31.89,19.9,5.85,5.14,3.33,14.87
"316","EC_065_INC-W1","EC_065",-6.498,-22.381,0.18294142346167,0.630104285372677,"14.2","52.1","26.9","93.2","4.9","1.9",11.5686666666667,33.03,19.3,5.65,7.16,7.15,14.9
"317","EC_065_INC-W2","EC_065",-4.411,-14.959,0.190363560373501,0.645569622923198,"14.2","52.1","26.9","93.2","4.9","1.9",11.5686666666667,31.98,19.5,5.67,7.19,7.19,14.85
"318","EC_065_INC-W3","EC_065",-7.415,-25.697,0.193332415138233,0.670010313191609,"14.2","52.1","26.9","93.2","4.9","1.9",11.5686666666667,32.25,19.5,5.57,7.17,7.17,14.82
"319","EC_065_INC-W4","EC_065",-5.754,-19.926,0.187394705608768,0.64893624806163,"14.2","52.1","26.9","93.2","4.9","1.9",11.5686666666667,32.67,19.6,5.81,7.18,7.18,14.84
"320","EC_065_INC-W5","EC_065",-6.982,-24.004,0.213372184800176,0.733574721597372,"14.2","52.1","26.9","93.2","4.9","1.9",11.5686666666667,36.77,19.3,7.14,7.18,7.18,14.84
"321","EC_066_INC-D1","EC_066",-0.177,-0.567,0.0379688984385098,0.121661993491827,"1.2","0.5","94.5","96.2","2.1","1.7",10.0276666666667,37.11,20.1,6.11,4.19,1.78,15.75
"322","EC_066_INC-D2","EC_066",0,0,0.0560025074777899,0.179446256817881,"1.2","0.5","94.5","96.2","2.1","1.7",10.0276666666667,38.61,20.4,5.98,4.2,1.79,15.75
"323","EC_066_INC-D3","EC_066",-0.14,-0.445,0.0604108325554519,0.192229097514249,"1.2","0.5","94.5","96.2","2.1","1.7",10.0276666666667,46.63,20.3,6.22,4.23,1.79,15.86
"324","EC_066_INC-D4","EC_066",-0.162,-0.516,0.0589516715116279,0.187822853925336,"1.2","0.5","94.5","96.2","2.1","1.7",10.0276666666667,43.97,19.6,6.17,4.22,1.76,15.84
"325","EC_066_INC-D5","EC_066",-0.09,-0.287,0.0530591016640717,0.169369619461145,"1.2","0.5","94.5","96.2","2.1","1.7",10.0276666666667,37.32,20.3,7.84,4.21,1.46,15.81
"326","EC_066_INC-W1","EC_066",-0.368,-1.175,0.0597135002008959,0.190611082519836,"1.2","0.5","94.5","96.2","2.1","1.7",10.0276666666667,37.21,20.2,7.6,10.23,10.23,15.81
"327","EC_066_INC-W2","EC_066",-0.362,-1.161,0.0514128976758285,0.164844644663662,"1.2","0.5","94.5","96.2","2.1","1.7",10.0276666666667,36.85,19.5,6.9,10.12,10.12,15.74
"328","EC_066_INC-W3","EC_066",-0.451,-1.441,0.0529875942869851,0.169355599802487,"1.2","0.5","94.5","96.2","2.1","1.7",10.0276666666667,37.44,18.9,6.04,10.06,10.06,15.79
"329","EC_066_INC-W4","EC_066",-0.352,-1.123,0.0483059067496152,0.154099506696133,"1.2","0.5","94.5","96.2","2.1","1.7",10.0276666666667,35.2,20.3,6.14,10.07,10.07,15.82
"330","EC_066_INC-W5","EC_066",-0.399,-1.272,0.0385992107159447,0.123056624586329,"1.2","0.5","94.5","96.2","2.1","1.7",10.0276666666667,35.18,20.5,5.94,10.02,10.02,15.83
"331","EC_068_INC-D1","EC_068",-125.655,-807.384,0.524173163723103,3.3680185700022,"14.3","0.9","6.9","22.1","26.9","51",57.538,273.8,21.9,6.8,11.63,5.62,8.27
"332","EC_068_INC-D2","EC_068",-248.984,-1599.823,0.835209617268573,5.36655001722097,"14.3","0.9","6.9","22.1","26.9","51",57.538,284.6,21.9,6.74,11.65,6.26,8.27
"333","EC_068_INC-D3","EC_068",-262.127,-1674.15,0.880964411410736,5.62652486701246,"14.3","0.9","6.9","22.1","26.9","51",57.538,202.5,21.6,6.72,11.7,6.24,8.32
"334","EC_068_INC-D4","EC_068",-251.195,-1600.483,1.05817070436314,6.74209531036555,"14.3","0.9","6.9","22.1","26.9","51",57.538,282.4,21.8,6.69,11.73,6.37,8.34
"335","EC_068_INC-D5","EC_068",-227.617,-1450.256,1.12809170870513,7.18759439054837,"14.3","0.9","6.9","22.1","26.9","51",57.538,259.7,21.7,6.74,11.75,6.35,8.34
"336","EC_068_INC-W1","EC_068",-259.426,-1658.893,1.22315308000352,7.82140894888412,"14.3","0.9","6.9","22.1","26.9","51",57.538,307.2,21.7,6.91,15.63,15.63,8.31
"337","EC_068_INC-W2","EC_068",-265.563,-1696.095,1.15715992642608,7.39052453971503,"14.3","0.9","6.9","22.1","26.9","51",57.538,322.1,21.9,6.78,14.67,14.67,8.32
"338","EC_068_INC-W3","EC_068",-260.234,-1668.075,1.09270713582937,7.00413411142353,"14.3","0.9","6.9","22.1","26.9","51",57.538,312.1,21.9,6.84,14.6,14.6,8.29
"339","EC_068_INC-W4","EC_068",-249.396,-1598.604,1.19689430565742,7.67196255898962,"14.3","0.9","6.9","22.1","26.9","51",57.538,307.9,21.8,6.81,14.63,14.63,8.29
"340","EC_068_INC-W5","EC_068",-266.835,-1710.387,1.02759952173798,6.58680137347559,"14.3","0.9","6.9","22.1","26.9","51",57.538,294.5,21.8,6.78,14.58,14.58,8.29
"341","EC_069_INC-D1","EC_069",-1.58,-5.043,0.0819288553169864,0.2614835546024,"5.9","5.5","83.3","94.7","3.3","2",6.542,1650,20.9,6.97,4.12,2.19,15.82
"342","EC_069_INC-D2","EC_069",-3.05,-9.741,0.0886996140681903,0.283272119792346,"5.9","5.5","83.3","94.7","3.3","2",6.542,1667,20.9,6.84,4.11,1.26,15.81
"343","EC_069_INC-D3","EC_069",-4.122,-13.139,0.0698382146898367,0.222613718302055,"5.9","5.5","83.3","94.7","3.3","2",6.542,1622,21,6.98,4.12,2.17,15.84
"344","EC_069_INC-D4","EC_069",-7.678,-24.459,0.0821706681295294,0.261758940348774,"5.9","5.5","83.3","94.7","3.3","2",6.542,1624,21.1,6.62,4.12,2.34,15.85
"345","EC_069_INC-D5","EC_069",-0.58,-1.842,0.0720145300027236,0.228684631092297,"5.9","5.5","83.3","94.7","3.3","2",6.542,1610,21.3,6.83,4.13,2.42,15.9
"346","EC_069_INC-W1","EC_069",-151.061,-478.798,0.359288151303801,1.13878330492657,"5.9","5.5","83.3","94.7","3.3","2",6.542,1277,21.3,6.61,8.19,8.18,15.93
"347","EC_069_INC-W2","EC_069",-215.615,-683.406,0.280215361602242,0.888157804310031,"5.9","5.5","83.3","94.7","3.3","2",6.542,1256,21.2,6.57,8.61,8.61,15.93
"348","EC_069_INC-W3","EC_069",-242.011,-769.485,0.30028582504331,0.954768991956031,"5.9","5.5","83.3","94.7","3.3","2",6.542,1241,21.3,6.48,8.59,8.58,15.88
"349","EC_069_INC-W4","EC_069",-218.605,-698.142,0.315761845046062,1.00842070323977,"5.9","5.5","83.3","94.7","3.3","2",6.542,1243,21.3,6.41,8.6,8.6,15.81
"350","EC_069_INC-W5","EC_069",-182.199,-581.507,0.229676483780756,0.733033839606457,"5.9","5.5","83.3","94.7","3.3","2",6.542,1278,21.2,6.57,8.56,8.56,15.82
"351","EC_070_INC-D1","EC_070",-1.161,-4.068,0.296790143277283,1.04001897482766,"37.2","46.1","4","87.3","3.4","9.3",3.45175,147.3,21,6.89,5.31,2.78,14.68
"352","EC_070_INC-D2","EC_070",-2.258,-7.902,0.31146140324454,1.0899454085514,"37.2","46.1","4","87.3","3.4","9.3",3.45175,146.8,20.7,7.01,5.32,3.02,14.7
"353","EC_070_INC-D3","EC_070",0,0,0.274725118710544,0.962042856140762,"37.2","46.1","4","87.3","3.4","9.3",3.45175,137.3,20.1,7.25,5.32,3.15,14.69
"354","EC_070_INC-D4","EC_070",-0.095,-0.333,0.357675992766369,1.25337659536019,"37.2","46.1","4","87.3","3.4","9.3",3.45175,149.3,21.1,7.05,5.32,3.22,14.68
"355","EC_070_INC-D5","EC_070",-0.647,-2.258,0.282714847990209,0.986663311418747,"37.2","46.1","4","87.3","3.4","9.3",3.45175,151.9,21.1,6.97,5.33,3.32,14.74
"356","EC_070_INC-W1","EC_070",-3.663,-12.88,0.35670802001357,1.25425659367998,"37.2","46.1","4","87.3","3.4","9.3",3.45175,176.7,20.7,6.96,8.8,8.8,14.63
"357","EC_070_INC-W2","EC_070",-3.214,-11.301,0.325253667016761,1.14365681057254,"37.2","46.1","4","87.3","3.4","9.3",3.45175,170.2,21.2,6.53,8.81,8.81,14.63
"358","EC_070_INC-W3","EC_070",-2.742,-9.609,0.286921660954257,1.00543760782077,"37.2","46.1","4","87.3","3.4","9.3",3.45175,158.3,20.8,6.62,8.81,8.81,14.68
"359","EC_070_INC-W4","EC_070",-0.306,-1.074,0.274961486781164,0.964840982469074,"37.2","46.1","4","87.3","3.4","9.3",3.45175,162.2,21.2,6.71,8.83,8.83,14.66
"360","EC_070_INC-W5","EC_070",0,0,0.282075990326687,0.989805804528339,"37.2","46.1","4","87.3","3.4","9.3",3.45175,167.2,21.2,6.74,8.81,8.81,14.66
"361","EC_071_INC-D1","EC_071",-6.135,-31.068,0.0449539680814558,0.227653036083092,"27.2","21.6","2.5","51.3","1.7","47",46.784,576.4,20,6.71,9.47,5.27,10.54
"362","EC_071_INC-D2","EC_071",-282.068,-1425.717,0.0962987176129926,0.486746245389308,"27.2","21.6","2.5","51.3","1.7","47",46.784,444.3,20.3,6.41,9.48,6.18,10.56
"363","EC_071_INC-D3","EC_071",-2.994,-15.105,0.0611560318836569,0.308531602818721,"27.2","21.6","2.5","51.3","1.7","47",46.784,604.3,19.4,6.69,9.49,2.88,10.58
"364","EC_071_INC-D4","EC_071",-287.049,-1455.027,0.120405030447377,0.610326581686535,"27.2","21.6","2.5","51.3","1.7","47",46.784,426.1,20,6.54,9.46,6.32,10.53
"365","EC_071_INC-D5","EC_071",-6.601,-33.492,0.0735474381303085,0.373162362893854,"27.2","21.6","2.5","51.3","1.7","47",46.784,564.6,20.1,6.67,9.44,5.93,10.52
"366","EC_071_INC-W1","EC_071",-286.487,-1448.052,0.365305898172958,1.84645526712877,"27.2","21.6","2.5","51.3","1.7","47",46.784,485.6,19.2,7.56,11.47,11.47,10.56
"367","EC_071_INC-W2","EC_071",-283.662,-1435.132,0.409630237253054,2.07245720792597,"27.2","21.6","2.5","51.3","1.7","47",46.784,466.9,19.7,6.73,11.46,11.46,10.55
"368","EC_071_INC-W3","EC_071",-284.81,-1439.576,0.305627450339454,1.54480783989761,"27.2","21.6","2.5","51.3","1.7","47",46.784,476,20.1,6.4,11.47,11.47,10.56
"369","EC_071_INC-W4","EC_071",-282.348,-1429.84,0.305136794922522,1.54525441800612,"27.2","21.6","2.5","51.3","1.7","47",46.784,457.6,19.2,6.47,11.41,11.42,10.54
"370","EC_071_INC-W5","EC_071",-289.075,-1461.134,0.311651663885102,1.57525750109197,"27.2","21.6","2.5","51.3","1.7","47",46.784,464.7,19.7,6.59,11.44,11.44,10.56
"371","EC_072_INC-D1","EC_072",-267.471,-1430.718,0.199479553992157,1.06703572247669,"11.6","4.7","1.2","17.5","44.5","38",99.0613333333333,935.2,20.9,7.01,10.03,6.46,9.98
"372","EC_072_INC-D2","EC_072",-237.513,-1273.022,0.0847186031752292,0.454078103605064,"11.6","4.7","1.2","17.5","44.5","38",99.0613333333333,932.2,20.8,6.96,10.02,5.96,9.96
"373","EC_072_INC-D3","EC_072",-268.511,-1437.721,0.0774726814657698,0.414824636646806,"11.6","4.7","1.2","17.5","44.5","38",99.0613333333333,947.2,21.1,7.01,10.03,5.59,9.97
"374","EC_072_INC-D4","EC_072",-198.072,-1053.167,0.0423908191550849,0.225397558742535,"11.6","4.7","1.2","17.5","44.5","38",99.0613333333333,915.7,21.1,6.98,10.09,5.65,10.04
"375","EC_072_INC-D5","EC_072",-9999,-9999,NA,NA,"11.6","4.7","1.2","17.5","44.5","38",99.0613333333333,NA,NA,NA,NA,NA,NA
"376","EC_072_INC-W1","EC_072",-263.514,-1415.224,0.292998168568994,1.57358292061239,"11.6","4.7","1.2","17.5","44.5","38",99.0613333333333,972.3,20.1,6.88,12.89,12.89,9.94
"377","EC_072_INC-W2","EC_072",-245.652,-1320.623,0.0889677398126439,0.478293436269706,"11.6","4.7","1.2","17.5","44.5","38",99.0613333333333,956.4,20.9,6.86,12.88,12.88,9.93
"378","EC_072_INC-W3","EC_072",-266.809,-1430.042,0.205356231817985,1.1006764135915,"11.6","4.7","1.2","17.5","44.5","38",99.0613333333333,967.5,21.2,6.84,12.97,12.97,9.96
"379","EC_072_INC-W4","EC_072",-272.588,-1462.485,0.170349269534568,0.913962352244561,"11.6","4.7","1.2","17.5","44.5","38",99.0613333333333,942.7,20.9,6.86,12.95,12.95,9.95
"380","EC_072_INC-W5","EC_072",-9999,-9999,NA,NA,"11.6","4.7","1.2","17.5","44.5","38",99.0613333333333,NA,NA,NA,NA,NA,NA
"381","EC_073_INC-D1","EC_073",-0.291,-1.354,0.209121556152111,0.97278110254994,"5.7","2.6","87.1","95.4","0.4","4.2",4.4186,102.5,21.2,8.04,9.11,6.87,10.86
"382","EC_073_INC-D2","EC_073",-0.338,-1.567,0.17117481977553,0.79334032526791,"5.7","2.6","87.1","95.4","0.4","4.2",4.4186,103.2,21.2,7.7,9.16,6.93,10.9
"383","EC_073_INC-D3","EC_073",-0.243,-1.126,0.199751991614683,0.925786340586291,"5.7","2.6","87.1","95.4","0.4","4.2",4.4186,105.5,21.3,7.49,9.15,6.45,10.9
"384","EC_073_INC-D4","EC_073",-0.313,-1.451,0.191304738194146,0.886636033402924,"5.7","2.6","87.1","95.4","0.4","4.2",4.4186,104.6,21.3,7.46,9.15,7.14,10.9
"385","EC_073_INC-D5","EC_073",-0.175,-0.813,0.216349214273055,1.00455235355204,"5.7","2.6","87.1","95.4","0.4","4.2",4.4186,103,21.4,7.5,9.14,6.96,10.88
"386","EC_073_INC-W1","EC_073",-2.151,-9.987,0.282761229069626,1.31291652299075,"5.7","2.6","87.1","95.4","0.4","4.2",4.4186,110.4,21.3,8.05,12.12,12.12,10.88
"387","EC_073_INC-W2","EC_073",-2.455,-11.378,0.229575860714893,1.06401039739403,"5.7","2.6","87.1","95.4","0.4","4.2",4.4186,109.4,21.2,7.86,12.13,12.13,10.9
"388","EC_073_INC-W3","EC_073",-1.913,-8.907,0.173048732683016,0.805721279048902,"5.7","2.6","87.1","95.4","0.4","4.2",4.4186,108.8,21.3,7.7,12.05,12.05,10.85
"389","EC_073_INC-W4","EC_073",-3.681,-17.107,0.268758115561025,1.24904530652363,"5.7","2.6","87.1","95.4","0.4","4.2",4.4186,110.5,21.2,7.5,12.09,12.09,10.87
"390","EC_073_INC-W5","EC_073",-2.367,-10.99,0.250578634865648,1.16348634891018,"5.7","2.6","87.1","95.4","0.4","4.2",4.4186,110.6,21.4,7.4,12.08,12.08,10.88
"391","EC_074_INC-D1","EC_074",0,0,0.033207981961914,0.10053214742713,"2.2","20.2","75.9","98.3","1.7","0",6.0076,123.3,21,6.66,3.27,1.17,16.71
"392","EC_074_INC-D2","EC_074",-4.074,-12.341,0.0306313517141215,0.0927873167163032,"2.2","20.2","75.9","98.3","1.7","0",6.0076,119.7,20.9,6.78,3.27,1.31,16.7
"393","EC_074_INC-D3","EC_074",-4.608,-13.975,0.0326431884606618,0.0990000584328238,"2.2","20.2","75.9","98.3","1.7","0",6.0076,115.9,21.2,6.78,3.27,1.25,16.68
"394","EC_074_INC-D4","EC_074",-0.515,-1.558,0.0363825777620382,0.110076881653602,"2.2","20.2","75.9","98.3","1.7","0",6.0076,119,20.9,6.77,3.27,1.19,16.72
"395","EC_074_INC-D5","EC_074",-0.348,-1.052,NA,NA,"2.2","20.2","75.9","98.3","1.7","0",6.0076,146.7,21.2,7.16,3.28,1.3,16.74
"396","EC_074_INC-W1","EC_074",-0.588,-1.774,NA,NA,"2.2","20.2","75.9","98.3","1.7","0",6.0076,104.1,20.3,7.09,6.75,6.75,16.77
"397","EC_074_INC-W2","EC_074",-0.609,-1.843,NA,NA,"2.2","20.2","75.9","98.3","1.7","0",6.0076,108.3,20.9,7.02,6.72,6.72,16.72
"398","EC_074_INC-W3","EC_074",-0.551,-1.666,NA,NA,"2.2","20.2","75.9","98.3","1.7","0",6.0076,102.6,20.7,6.94,6.76,6.76,16.73
"399","EC_074_INC-W4","EC_074",-0.637,-1.924,0.0310998299409928,0.0939251998343286,"2.2","20.2","75.9","98.3","1.7","0",6.0076,100.9,20.8,6.88,6.78,6.78,16.75
"400","EC_074_INC-W5","EC_074",-0.516,-1.56,NA,NA,"2.2","20.2","75.9","98.3","1.7","0",6.0076,106.3,20.9,6.84,6.76,6.76,16.73
"401","EC_075_INC-D1","EC_075",-1.25,-4.385,0.280985034059444,0.98578278093525,"59","26.1","1.4","86.5","3.8","9.7",10.907,212.2,21.8,7.68,5.29,1.45,14.68
"402","EC_075_INC-D2","EC_075",-2.22,-7.794,0.266055760322523,0.934042519981635,"59","26.1","1.4","86.5","3.8","9.7",10.907,205.2,21.9,7.2,5.29,1.89,14.67
"403","EC_075_INC-D3","EC_075",-15.2,-53.146,0.288209183038346,1.00769513542708,"59","26.1","1.4","86.5","3.8","9.7",10.907,204.3,21.9,7.27,5.31,2,14.73
"404","EC_075_INC-D4","EC_075",-3.07,-10.778,0.249761479771829,0.876838154819956,"59","26.1","1.4","86.5","3.8","9.7",10.907,203.5,21.9,7.26,5.29,1.74,14.67
"405","EC_075_INC-D5","EC_075",-1.305,-4.557,0.277573187700816,0.96919147884525,"59","26.1","1.4","86.5","3.8","9.7",10.907,202.3,21.9,7.24,5.32,1.71,14.75
"406","EC_075_INC-W1","EC_075",-234.909,-821.898,0.55626392226379,1.94624351388789,"59","26.1","1.4","86.5","3.8","9.7",10.907,205.3,21.8,7.05,8.31,8.31,14.72
"407","EC_075_INC-W2","EC_075",-197.057,-690.87,0.594720142823803,2.08504266819003,"59","26.1","1.4","86.5","3.8","9.7",10.907,213.2,21.8,6.84,8.25,8.25,14.69
"408","EC_075_INC-W3","EC_075",-172.808,-605.442,0.324835678189337,1.13807395225219,"59","26.1","1.4","86.5","3.8","9.7",10.907,228.7,21.8,6.89,8.33,8.33,14.7
"409","EC_075_INC-W4","EC_075",-232.201,-815.749,0.472171764422807,1.65878514401797,"59","26.1","1.4","86.5","3.8","9.7",10.907,211.6,21.6,6.93,8.25,8.25,14.66
"410","EC_075_INC-W5","EC_075",-140.222,-489.278,0.437270452638465,1.52576577586627,"59","26.1","1.4","86.5","3.8","9.7",10.907,221.4,21.6,6.84,8.28,8.28,14.76
"411","EC_076_INC-D1","EC_076",-2.316,-7.69,0.0763995563112965,0.253662158576279,"27.9","28.4","13.6","69.9","4.7","25.4",12.886,737.6,20.1,7.19,4.52,0.56,15.64
"412","EC_076_INC-D2","EC_076",-0.576,-1.93,0.0685780880907019,0.229749868282192,"27.9","28.4","13.6","69.9","4.7","25.4",12.886,719.4,21.1,7.28,4.47,0.66,15.5
"413","EC_076_INC-D3","EC_076",-6.404,-21.496,0.12089568586431,0.4058093843285,"27.9","28.4","13.6","69.9","4.7","25.4",12.886,735.7,20.9,7.57,4.47,0.96,15.47
"414","EC_076_INC-D4","EC_076",-9.37,-31.25,0.0606570936197126,0.20229939354428,"27.9","28.4","13.6","69.9","4.7","25.4",12.886,702.7,20.8,7.64,4.49,1.19,15.57
"415","EC_076_INC-D5","EC_076",-0.777,-2.6,0.043479956133182,0.145478554257982,"27.9","28.4","13.6","69.9","4.7","25.4",12.886,711.6,21.1,7.72,4.48,0.73,15.52
"416","EC_076_INC-W1","EC_076",-141.068,-476.912,0.138021116847298,0.46661201534157,"27.9","28.4","13.6","69.9","4.7","25.4",12.886,712.1,21.2,7.29,9.53,9.53,15.36
"417","EC_076_INC-W2","EC_076",-143.999,-478.105,0.12089568586431,0.40139841275971,"27.9","28.4","13.6","69.9","4.7","25.4",12.886,712.8,21.3,7.39,9.39,9.39,15.64
"418","EC_076_INC-W3","EC_076",-135.456,-451.763,0.122367652115108,0.408112231151787,"27.9","28.4","13.6","69.9","4.7","25.4",12.886,715.3,21.2,7.46,9.43,9.43,15.57
"419","EC_076_INC-W4","EC_076",-110.8,-371.201,0.157204186717327,0.526664452119828,"27.9","28.4","13.6","69.9","4.7","25.4",12.886,707.3,20.2,7.47,9.25,9.25,15.5
"420","EC_076_INC-W5","EC_076",-106.543,-355.106,0.134307835091833,0.447646807487079,"27.9","28.4","13.6","69.9","4.7","25.4",12.886,696.3,21.3,7.52,9.42,9.42,15.58
